school_type_enc,subject_category_enc,total_students,teacher_count,past_avg_score,past_pass_rate,submission_rate,marks_deadline_set,days_to_exam,years_of_history,predicted_avg_score
1,3,253,11,45.79,0.447,0.4594,0,211,9,41.74
4,3,50,2,82.3,0.8588,0.3742,0,296,4,71.81
2,2,312,15,50.09,0.4566,0.7272,0,175,8,44.28
1,3,236,13,40.7,0.4127,0.5846,1,189,5,40.47
4,3,144,9,74.53,0.6626,0.5429,1,37,5,71.53
2,2,32,2,67.44,0.6292,0.6059,1,289,1,71.22
3,3,97,4,54.35,0.4644,0.8318,1,32,10,53.79
2,3,341,21,61.01,0.5779,0.926,1,347,7,66.32
3,1,222,14,77.97,0.7618,0.9519,1,258,6,86.48
2,1,281,11,43.15,0.3935,0.6668,1,211,8,39.22
2,1,345,21,49.71,0.4569,0.4417,0,208,8,47.03
1,3,168,11,45.23,0.3944,0.9803,1,323,5,46.69
2,2,184,7,59.21,0.5698,0.6589,0,307,5,46.95
2,2,293,12,65.21,0.5779,0.9586,1,172,6,61.67
1,3,119,7,33.51,0.3457,0.9401,1,221,2,42.38
3,1,121,9,72.68,0.7299,0.8062,1,315,2,72.88
2,1,269,19,43.17,0.4175,0.592,1,208,9,43.27
2,1,41,2,0.0,0.0,0.9751,1,123,0,55.05
2,1,115,4,26.31,0.245,0.6234,1,217,7,16.85
1,3,185,10,46.16,0.4608,0.9379,1,29,9,48.43
1,1,290,15,0.0,0.0,0.7581,1,332,0,46.34
4,2,180,8,63.83,0.6404,0.5843,0,82,4,61.18
4,3,82,5,63.39,0.6874,0.5677,1,221,9,60.08
4,3,128,5,73.44,0.7908,0.8592,1,73,1,79.15
1,1,68,3,34.02,0.351,0.806,1,91,6,34.71
2,2,314,13,63.95,0.6666,0.4694,0,238,2,56.7
3,3,128,10,84.28,0.7189,0.7493,1,12,4,80.21
2,3,268,14,56.92,0.5186,0.8099,1,295,7,58.25
2,1,203,16,0.0,0.0,0.919,1,162,0,61.1
3,1,116,8,69.89,0.7008,0.7975,1,297,4,74.88
3,1,72,3,65.0,0.5635,0.7752,1,159,5,68.28
4,1,193,10,82.14,0.7413,0.332,0,302,8,69.05
1,2,334,13,26.21,0.2398,0.8116,1,76,4,32.51
4,3,117,4,65.08,0.6685,0.5008,1,22,3,53.69
2,3,237,13,56.44,0.5097,0.845,1,140,5,66.58
1,2,28,2,51.77,0.4842,0.808,1,24,5,54.04
3,3,270,11,0.0,0.0,0.7407,1,331,0,54.07
3,2,236,9,0.0,0.0,0.6497,1,357,0,63.86
2,3,194,8,71.5,0.7581,0.6876,1,283,5,68.77
2,3,84,3,51.14,0.5249,0.5158,1,221,4,51.46
3,2,179,12,76.12,0.6541,0.3509,0,269,4,71.4
1,2,199,8,53.54,0.4966,0.8847,1,60,8,58.84
2,1,43,2,33.87,0.2916,0.9359,1,180,8,37.68
4,1,184,14,79.93,0.8071,0.4103,0,156,4,72.74
4,3,85,5,78.1,0.7854,0.6033,1,189,2,77.22
3,2,170,8,79.32,0.6884,0.6694,1,237,2,75.49
1,1,221,17,39.74,0.4264,0.8451,1,238,6,51.99
3,2,298,22,65.13,0.646,0.7413,0,249,7,68.36
4,2,143,5,78.01,0.8412,0.8498,1,350,2,72.29
3,2,268,19,63.37,0.6117,0.7224,0,319,7,60.8
4,3,79,4,71.95,0.6945,0.6193,1,134,10,68.96
2,2,327,18,52.51,0.5208,0.8471,1,98,6,52.99
4,1,328,16,53.79,0.4809,0.5348,1,65,5,50.78
4,2,71,4,59.69,0.6398,0.8181,1,10,2,61.33
4,3,174,10,58.21,0.6225,0.8972,1,357,9,64.76
3,2,70,3,50.37,0.5524,0.5638,1,160,9,57.45
1,1,311,13,57.02,0.4891,0.7951,1,330,5,57.33
3,3,304,20,64.19,0.6218,0.5115,0,194,2,59.98
2,1,30,2,0.0,0.0,0.7867,0,346,0,38.48
1,1,237,10,64.05,0.6171,0.91,1,206,9,61.25
3,1,320,17,70.76,0.7274,0.9633,1,305,3,66.4
4,3,213,15,88.76,0.9165,0.9297,1,153,7,94.2
4,3,70,4,90.29,0.9349,0.539,1,334,10,80.69
1,2,298,13,36.11,0.3587,0.6765,1,160,7,40.57
3,1,180,8,81.04,0.7416,0.7891,1,303,9,90.19
1,2,273,20,68.24,0.623,0.6376,1,141,8,68.82
1,3,327,15,59.11,0.5685,0.6306,1,130,10,48.92
1,2,68,2,54.48,0.5306,0.8852,1,131,9,52.05
4,3,201,15,66.17,0.6874,0.3922,0,214,4,58.56
2,2,224,12,52.38,0.4831,0.691,1,171,2,53.43
1,1,246,12,54.85,0.584,0.6335,1,60,10,53.5
4,3,148,6,82.31,0.8391,0.6566,1,15,9,73.8
1,1,78,3,50.05,0.4529,0.5965,1,22,5,43.74
2,3,87,4,61.59,0.5814,0.824,1,104,1,62.2
1,3,63,3,59.45,0.6196,0.8338,1,175,4,58.81
3,1,220,12,0.0,0.0,0.9064,1,101,0,74.52
2,3,226,15,66.92,0.641,0.5531,1,236,7,66.15
3,1,153,6,0.0,0.0,0.5744,1,337,0,58.54
1,1,193,8,37.27,0.3172,0.8855,1,254,9,34.17
1,3,140,11,64.62,0.7095,0.6514,1,38,7,67.51
1,2,66,2,20.4,0.2064,0.3216,0,206,4,7.14
4,1,347,16,65.96,0.6819,0.4062,0,313,7,57.0
2,2,182,9,48.67,0.5313,0.4866,0,182,7,39.56
1,1,292,16,46.15,0.4777,0.3396,0,82,10,31.91
4,3,341,27,88.89,0.7846,0.3275,0,167,10,83.45
2,3,57,2,59.14,0.5937,0.4115,0,182,1,49.51
4,2,304,22,83.15,0.8657,0.6678,1,71,3,81.42
2,3,214,11,74.24,0.6558,0.8161,1,202,7,80.37
2,1,28,2,52.46,0.5386,0.6419,1,365,1,56.54
2,1,98,4,32.02,0.2862,0.7981,1,265,8,34.16
1,3,239,19,52.47,0.4712,0.9884,1,326,3,59.76
2,2,345,16,70.7,0.6274,0.9557,1,264,4,73.97
2,1,211,13,48.33,0.4412,0.945,1,242,6,60.24
2,1,39,2,58.54,0.5627,0.7095,1,356,1,57.81
3,1,75,4,56.98,0.6083,0.6103,1,251,6,55.81
4,1,135,5,65.89,0.6354,0.4972,0,148,7,59.48
2,2,55,3,71.78,0.7629,0.5856,1,185,1,67.31
2,3,338,14,75.54,0.6584,0.7446,1,120,9,68.46
4,2,151,9,75.83,0.7544,0.7959,1,86,6,80.86
4,1,45,2,63.08,0.6117,0.9106,1,241,8,63.8
4,1,233,9,79.61,0.748,0.8494,0,18,2,72.94
4,3,323,26,70.12,0.7192,0.7794,0,330,7,75.65
4,3,61,3,55.07,0.5412,0.8764,1,323,5,55.02
1,3,196,9,0.0,0.0,0.955,1,196,0,51.8
3,2,341,27,65.26,0.5656,0.6024,1,181,5,69.43
2,3,322,13,70.02,0.727,0.6602,1,146,3,61.42
1,1,215,13,35.34,0.3419,0.9127,1,159,7,44.36
4,3,58,4,70.23,0.6123,0.5894,1,49,7,69.23
2,2,102,4,61.92,0.5908,0.9659,1,252,8,64.09
3,2,174,12,0.0,0.0,0.6162,1,276,0,55.75
3,2,192,10,50.74,0.5197,0.7226,1,165,10,45.27
3,1,158,10,61.06,0.5262,0.728,1,95,5,57.59
2,3,114,4,51.36,0.5386,0.3643,0,172,10,36.9
3,1,130,6,0.0,0.0,0.989,1,85,0,56.91
2,3,179,13,0.0,0.0,0.7497,1,84,0,77.39
2,1,304,12,41.39,0.4445,0.8771,1,303,5,41.36
2,3,198,9,43.88,0.4718,0.603,0,167,7,48.63
2,2,207,15,0.0,0.0,0.5976,1,279,0,60.0
3,1,36,2,73.81,0.8075,0.7452,1,318,7,69.39
1,3,243,14,50.24,0.4286,0.654,1,238,5,49.69
4,3,237,10,73.97,0.7948,0.7071,1,310,4,75.13
1,1,293,11,53.69,0.5816,0.6879,1,13,1,40.87
4,1,309,17,73.69,0.6606,0.7769,1,31,9,72.58
3,3,262,17,0.0,0.0,0.4651,0,337,0,62.93
4,1,238,16,47.66,0.4343,0.4525,0,44,10,43.65
4,3,248,10,62.73,0.6615,0.8665,1,18,10,56.66
3,1,261,11,54.51,0.512,0.4986,0,335,2,50.46
3,2,296,14,52.37,0.4691,0.7139,0,288,1,53.25
3,2,179,11,64.19,0.561,0.9117,1,16,5,73.38
4,2,199,8,76.76,0.6949,0.7934,0,324,2,75.06
1,2,92,3,46.32,0.434,0.5695,1,236,7,43.65
3,1,180,14,54.46,0.4823,0.3689,0,76,1,55.34
1,2,64,5,34.97,0.3635,0.3593,0,347,7,32.59
1,2,47,3,51.93,0.4575,0.7938,1,112,10,53.89
2,3,167,6,57.26,0.5371,0.8904,1,323,5,57.63
1,3,32,2,69.01,0.7167,0.6989,0,119,3,66.48
4,2,79,5,65.49,0.7174,0.7571,1,218,5,76.79
1,2,81,4,70.92,0.7016,0.4805,0,69,7,57.99
4,2,252,16,60.85,0.5615,0.5944,1,45,6,63.41
3,1,31,2,48.35,0.4741,0.5596,1,212,7,44.78
4,3,111,8,67.94,0.635,0.9953,1,72,3,76.9
4,2,322,16,81.92,0.8329,0.9938,1,271,10,83.81
3,1,153,8,58.08,0.5849,0.3548,0,37,3,51.66
1,1,220,11,37.9,0.3313,0.7134,0,262,5,38.04
4,1,283,18,68.37,0.7195,0.5088,1,26,5,69.73
1,2,255,15,47.44,0.4242,0.8897,1,94,6,52.32
4,2,274,12,83.51,0.8508,0.8427,1,302,9,77.56
2,3,53,3,56.23,0.5731,0.6422,1,41,7,54.68
1,3,203,9,74.41,0.6375,0.6706,1,59,9,60.72
4,2,53,2,80.17,0.6985,0.9345,1,68,3,84.62
3,1,260,12,67.95,0.6741,0.6333,1,250,6,56.27
4,3,224,13,61.8,0.6296,0.7514,1,351,1,61.42
3,1,248,16,50.87,0.5401,0.9202,1,284,10,58.67
3,3,230,10,73.33,0.778,0.4853,0,44,9,63.71
4,2,179,9,81.84,0.7842,0.6,1,215,4,75.08
2,1,346,16,59.49,0.6488,0.7336,1,336,2,59.1
4,3,127,7,69.89,0.6361,0.8828,1,232,2,68.36
1,3,129,5,66.67,0.6094,0.7029,1,68,4,57.85
2,1,183,10,69.43,0.7622,0.9528,1,113,8,74.43
3,2,306,21,0.0,0.0,0.7429,1,20,0,77.91
3,3,177,7,79.04,0.8469,0.9199,1,81,6,74.86
2,1,86,4,38.26,0.416,0.6259,1,56,9,36.24
3,2,324,15,72.5,0.6356,0.451,0,219,3,62.17
3,3,82,5,78.86,0.764,0.4528,0,84,6,68.32
3,1,335,26,70.61,0.7621,0.6265,1,206,10,71.03
3,3,87,4,73.48,0.7821,0.9549,1,211,3,84.66
3,1,145,9,57.84,0.6188,0.7031,1,27,2,52.97
3,1,266,12,58.21,0.5992,0.9101,1,92,5,64.01
3,2,333,15,55.12,0.4723,0.6529,0,332,8,47.53
4,3,346,21,80.6,0.7017,0.584,0,342,9,76.48
4,2,256,14,55.59,0.5874,0.5993,1,222,2,58.95
3,1,317,21,0.0,0.0,0.8236,1,330,0,59.85
2,1,111,8,56.76,0.5433,0.5445,1,198,9,58.47
1,3,294,16,66.98,0.6069,0.8203,0,146,7,62.71
3,3,130,6,62.66,0.6465,0.3992,0,84,4,62.77
2,3,255,10,56.46,0.492,0.9357,1,364,5,59.13
4,3,241,11,78.45,0.6811,0.5261,1,130,4,67.91
1,1,154,8,45.21,0.4262,0.7798,1,307,6,50.37
2,2,198,8,66.5,0.5802,0.7165,1,143,2,62.87
2,2,168,7,55.83,0.5601,0.6319,1,170,6,60.22
4,1,102,5,70.49,0.7114,0.5945,1,37,10,60.28
3,1,264,14,66.79,0.6861,0.7465,1,85,7,65.8
1,2,117,5,73.67,0.7777,0.8316,1,118,8,63.55
2,2,64,4,38.53,0.33,0.8403,1,211,7,37.84
3,3,190,13,69.57,0.6714,0.7399,1,331,1,77.35
1,2,47,2,42.29,0.4371,0.7846,1,118,7,48.52
1,3,61,3,56.78,0.5368,0.589,1,214,9,55.41
2,2,231,14,68.37,0.718,0.9608,1,360,10,75.8
2,2,287,19,38.67,0.4143,0.7815,1,226,7,48.62
3,3,120,6,76.73,0.8389,0.8238,1,89,6,78.12
4,3,173,9,61.54,0.6626,0.5743,1,75,1,58.93
2,3,243,15,0.0,0.0,0.9587,1,272,0,59.55
1,2,316,14,57.05,0.5567,0.6639,0,101,5,54.33
2,2,177,11,67.02,0.6965,0.9039,1,184,7,78.26
2,1,119,9,46.53,0.4459,0.5172,0,16,9,48.99
2,3,333,15,44.52,0.4473,0.6804,1,354,4,47.26
3,1,89,6,57.79,0.6314,0.6046,1,342,3,57.85
2,3,300,20,68.55,0.7145,0.532,0,69,4,61.66
4,2,266,21,70.7,0.7015,0.5255,1,14,7,69.96
1,3,237,10,54.26,0.5421,0.6454,1,259,9,49.73
4,1,56,2,64.46,0.5911,0.9446,1,69,6,66.47
4,3,248,20,76.44,0.7885,0.7191,1,269,4,82.82
3,3,264,19,84.22,0.8037,0.8263,1,194,4,86.07
4,1,69,3,57.95,0.5177,0.5707,0,222,2,57.1
2,1,310,24,0.0,0.0,0.6304,1,356,0,52.63
1,1,197,11,62.95,0.6116,0.8924,1,33,9,70.26
3,1,334,16,0.0,0.0,0.7189,1,244,0,63.88
1,1,77,3,0.0,0.0,0.5835,1,70,0,38.01
2,2,251,11,63.87,0.6598,0.6559,0,181,7,58.82
2,2,237,10,0.0,0.0,0.745,0,184,0,48.34
3,2,237,14,70.25,0.6902,0.569,1,229,10,73.87
4,2,289,12,76.86,0.8346,0.8851,1,274,5,83.17
3,2,109,6,64.2,0.6486,0.5289,1,333,6,55.45
3,2,308,13,59.0,0.6356,0.4539,0,280,5,47.12
4,2,130,5,69.14,0.7082,0.8908,1,217,9,64.62
2,2,224,10,69.42,0.6804,0.6069,1,271,2,60.5
2,1,39,2,44.17,0.4609,0.9935,1,66,8,48.96
1,2,88,6,55.15,0.5986,0.7862,1,12,10,45.64
2,2,178,11,60.24,0.5903,0.4803,0,308,9,52.11
2,2,242,10,51.61,0.4506,0.565,1,119,1,43.02
4,3,311,16,78.89,0.7961,0.8445,1,260,6,75.76
4,1,259,18,69.37,0.7393,0.417,0,252,8,65.37
3,1,333,14,65.72,0.5652,0.5043,0,201,1,59.22
3,2,97,4,50.97,0.4395,0.9445,1,120,6,55.48
1,1,305,18,0.0,0.0,0.7865,1,299,0,60.43
4,2,335,24,66.37,0.6388,0.9332,1,176,2,75.72
1,3,144,6,41.92,0.413,0.945,1,152,5,42.29
1,3,347,15,32.43,0.321,0.6403,0,305,4,28.34
1,3,282,11,33.03,0.3352,0.9812,1,150,1,37.13
4,1,298,14,54.81,0.5939,0.5903,1,22,6,50.67
3,2,75,3,67.28,0.5961,0.5448,1,167,4,65.64
1,3,191,13,0.0,0.0,0.5494,1,82,0,43.06
4,1,51,3,63.32,0.6574,0.5575,1,41,9,60.57
3,2,39,2,61.48,0.663,0.6047,0,310,3,56.56
2,2,315,18,52.92,0.5533,0.5972,0,96,1,44.4
2,3,309,17,0.0,0.0,0.9806,1,327,0,84.39
3,3,271,17,67.24,0.7127,0.6757,1,333,4,69.48
3,1,107,4,77.62,0.7953,0.8625,1,153,9,77.76
4,1,187,7,43.06,0.4344,0.8539,1,149,5,47.13
3,1,260,10,91.61,0.9267,0.5621,0,14,5,81.03
2,2,275,12,39.43,0.3431,0.8256,1,285,8,47.86
4,3,88,5,76.83,0.6871,0.8485,1,14,6,75.23
1,2,29,2,0.0,0.0,0.8403,1,193,0,51.54
2,1,138,9,50.03,0.5463,0.5711,0,320,7,50.94
4,1,167,8,71.17,0.7364,0.8015,1,99,7,73.08
1,3,157,6,56.07,0.6,0.6372,1,357,3,60.87
3,3,311,13,0.0,0.0,0.8205,1,342,0,78.48
4,2,165,12,70.82,0.7363,0.6123,1,152,8,74.25
4,3,124,7,71.47,0.7518,0.6128,1,363,9,68.66
2,1,109,6,51.15,0.4962,0.7963,1,330,1,52.67
3,2,199,8,70.83,0.6941,0.3401,0,317,5,53.0
4,3,88,6,0.0,0.0,0.6887,1,365,0,67.1
4,1,179,8,73.38,0.7264,0.6907,1,59,6,70.15
4,1,344,28,66.74,0.6447,0.8101,1,61,6,70.97
1,2,289,17,72.12,0.7417,0.9204,1,303,3,77.14
2,3,271,12,48.76,0.4371,0.3242,0,75,7,36.38
3,2,323,13,75.9,0.7102,0.504,1,310,2,70.99
2,1,311,13,61.62,0.5768,0.8203,1,113,6,58.28
4,3,264,13,69.44,0.6485,0.6643,1,63,5,62.0
4,1,139,6,49.11,0.4941,0.704,0,179,7,46.79
4,1,28,2,54.47,0.4824,0.8157,1,194,1,64.34
1,1,137,5,51.66,0.483,0.5893,1,21,2,45.32
1,1,95,5,50.71,0.4889,0.6862,1,97,1,52.56
4,3,91,4,76.8,0.7551,0.659,1,229,3,76.3
1,3,325,22,50.06,0.4564,0.64,1,74,8,52.57
4,1,339,26,54.53,0.5164,0.8756,1,201,8,61.13
3,3,216,11,65.83,0.6037,0.9606,1,308,7,66.97
1,1,145,8,49.69,0.4752,0.5786,1,201,4,45.6
1,2,252,13,49.71,0.4997,0.7338,1,219,3,49.95
3,2,116,6,66.11,0.6686,0.5412,1,266,4,55.34
3,1,75,5,62.28,0.56,0.6514,1,359,5,62.17
3,1,303,12,0.0,0.0,0.6409,1,187,0,36.32
4,2,31,2,67.71,0.743,0.9327,1,126,8,77.75
4,1,289,14,77.23,0.7456,0.6565,1,106,8,69.26
4,3,310,25,67.93,0.6755,0.8188,0,14,2,65.39
3,2,140,8,65.16,0.6663,0.7935,1,300,10,61.31
1,1,194,10,70.33,0.7585,0.6954,1,205,9,65.99
4,1,268,19,78.81,0.7299,0.6712,0,100,9,74.44
1,3,126,9,49.29,0.4539,0.6628,0,45,6,46.0
1,1,192,8,36.2,0.3194,0.8716,1,209,6,49.44
2,1,268,19,53.55,0.5809,0.7512,1,360,9,56.11
2,2,57,2,59.8,0.6444,0.7301,1,304,9,52.41
1,3,258,15,68.99,0.6539,0.9249,1,222,4,72.12
4,2,221,9,84.74,0.8683,0.787,0,90,2,81.27
3,3,59,2,53.16,0.5726,0.8809,1,72,3,55.33
1,3,191,11,51.77,0.4999,0.682,0,246,2,54.4
4,2,228,18,59.8,0.5255,0.6636,1,247,4,65.69
2,3,249,18,60.01,0.5128,0.4618,0,283,4,53.74
4,1,164,11,79.78,0.7136,0.9463,1,282,5,85.81
1,2,182,10,74.91,0.7804,0.6873,1,132,9,70.67
2,1,32,2,53.39,0.5446,0.8273,0,59,3,56.91
2,3,110,8,44.17,0.4375,0.4139,0,287,8,39.94
4,2,207,12,0.0,0.0,0.6581,1,209,0,74.76
2,2,167,8,65.82,0.5667,0.7055,1,316,5,50.93
2,2,73,3,53.59,0.5858,0.666,1,335,10,46.97
3,3,336,14,59.96,0.567,0.6162,1,310,7,55.87
1,3,88,5,50.62,0.4379,0.6483,1,87,6,44.45
4,1,331,13,58.8,0.6084,0.6391,1,339,7,56.74
4,3,172,7,72.57,0.6608,0.9533,1,350,3,71.77
2,3,220,11,52.4,0.5033,0.7784,0,45,2,53.72
2,1,89,6,41.61,0.3749,0.7131,1,249,9,45.58
3,1,115,5,55.2,0.5085,0.8178,1,149,4,59.84
3,2,218,15,51.62,0.4947,0.8246,0,256,7,59.56
1,2,178,9,46.88,0.4632,0.5092,0,166,2,37.02
4,1,195,14,70.73,0.6019,0.8652,1,201,7,82.06
4,2,216,12,79.92,0.8074,0.7044,1,29,4,83.57
2,1,248,10,44.99,0.4598,0.8255,1,227,5,47.53
2,1,210,10,31.13,0.2668,0.5739,1,319,10,21.69
3,1,333,17,63.94,0.6667,0.9584,1,213,10,67.72
1,3,109,4,65.15,0.6665,0.7666,1,205,4,61.17
1,1,350,18,37.51,0.3384,0.8495,1,13,5,35.75
2,2,238,12,59.67,0.5502,0.5882,1,105,10,55.73
2,3,81,4,52.57,0.4709,0.6297,1,219,3,51.0
4,3,350,24,73.71,0.6423,0.3353,0,25,4,63.31
1,1,56,3,0.0,0.0,0.8946,1,31,0,45.15
1,2,333,17,62.66,0.5854,0.6854,1,185,4,57.63
3,1,218,10,68.9,0.736,0.5015,1,215,5,63.49
2,1,333,24,29.73,0.3133,0.8092,1,347,8,40.45
4,3,189,15,69.7,0.7447,0.8679,1,357,5,71.49
4,3,338,15,64.96,0.7034,0.9286,1,61,5,75.66
4,2,291,12,56.2,0.4822,0.5435,1,354,8,63.56
4,1,253,10,62.57,0.5649,0.8299,1,55,7,60.96
1,2,192,8,52.58,0.4759,0.7382,1,353,4,52.73
4,1,195,8,68.41,0.6916,0.8587,1,205,9,64.31
4,1,69,5,68.04,0.7043,0.8723,1,69,5,70.89
3,2,320,14,68.79,0.7304,0.6598,1,196,4,65.2
2,3,79,4,45.65,0.4853,0.9081,1,161,8,53.66
4,1,332,21,63.24,0.5429,0.7512,1,362,10,57.72
1,2,269,13,66.75,0.65,0.6884,1,180,3,68.59
2,3,51,2,75.5,0.6982,0.9562,1,91,2,71.19
1,3,267,10,46.46,0.4403,0.6415,1,109,6,39.51
1,1,190,8,33.14,0.3591,0.8273,1,305,9,32.34
2,2,99,6,49.44,0.5111,0.6993,0,304,3,55.41
2,2,243,11,68.08,0.7444,0.3289,0,273,2,56.02
3,3,231,15,63.79,0.5806,0.844,1,98,1,65.32
1,2,220,14,40.7,0.3578,0.6528,0,270,10,39.98
2,1,270,17,19.07,0.2,0.5663,0,340,1,18.68
2,1,191,14,46.91,0.4011,0.7682,1,281,8,55.21
4,1,88,4,54.74,0.5974,0.5903,1,316,3,51.32
4,2,87,6,70.1,0.6945,0.5175,1,73,9,69.73
3,2,25,2,0.0,0.0,0.7597,1,160,0,74.31
4,1,292,12,51.59,0.5167,0.844,1,349,5,55.1
2,1,178,7,51.15,0.4624,0.5642,1,328,3,41.87
4,1,108,6,58.48,0.6352,0.9701,1,83,1,62.78
3,3,123,5,61.18,0.6126,0.5767,1,232,9,53.33
4,1,163,11,69.45,0.709,0.6647,1,55,1,68.4
3,1,140,8,56.31,0.5319,0.8091,0,99,1,67.62
3,3,295,17,66.0,0.7038,0.8037,1,34,9,74.18
4,1,201,8,86.34,0.8623,0.7384,1,75,10,80.8
3,1,89,6,47.57,0.4918,0.699,0,199,9,50.33
4,3,259,18,68.51,0.6296,0.9708,1,127,5,71.07
3,3,233,10,70.34,0.7095,0.432,0,57,1,66.0
3,3,277,12,0.0,0.0,0.712,1,270,0,69.63
4,3,297,14,73.63,0.7789,0.5337,0,283,6,66.31
3,1,295,14,0.0,0.0,0.9823,1,355,0,76.69
2,1,288,17,0.0,0.0,0.6895,1,201,0,70.63
1,2,301,13,55.07,0.5081,0.6324,1,11,1,51.48
2,2,288,12,0.0,0.0,0.9462,1,259,0,46.78
4,2,177,10,0.0,0.0,0.8612,1,215,0,72.6
4,1,68,3,58.28,0.4964,0.6251,1,250,2,63.38
4,2,118,6,72.72,0.6378,0.9197,1,92,4,77.53
1,2,126,9,68.64,0.7111,0.5802,1,111,4,67.07
4,3,275,14,75.33,0.7748,0.8822,1,214,10,70.41
4,1,81,3,0.0,0.0,0.4893,0,16,0,55.78
3,2,330,15,54.83,0.4773,0.8088,1,271,6,57.67
2,1,159,6,52.5,0.5337,0.7369,1,62,3,47.8
2,1,327,16,40.53,0.3484,0.9645,1,228,2,46.49
1,3,219,12,68.21,0.6992,0.6109,1,228,4,57.86
1,2,81,5,59.07,0.5385,0.5909,1,10,4,51.6
1,3,266,17,48.3,0.4228,0.8216,0,196,9,51.1
1,3,307,13,52.52,0.4938,0.7644,1,200,2,58.58
2,3,69,2,62.47,0.6293,0.5205,1,345,2,52.98
4,1,63,2,56.27,0.6175,0.6964,0,32,9,57.2
2,1,311,12,41.69,0.4011,0.9554,1,44,5,37.75
1,1,331,21,43.34,0.375,0.5951,1,213,2,52.22
4,3,63,4,62.32,0.5896,0.7004,1,149,8,63.98
2,3,29,2,51.25,0.5029,0.6102,1,147,8,56.2
1,1,174,13,53.27,0.5782,0.5665,1,36,2,48.49
2,3,84,6,43.34,0.4035,0.942,1,145,5,47.5
2,2,54,2,0.0,0.0,0.6096,1,153,0,55.96
2,2,323,24,66.63,0.7239,0.8131,1,319,6,66.14
2,2,162,11,53.41,0.4747,0.6995,0,198,10,46.86
2,2,119,5,62.81,0.5635,0.8647,1,341,2,62.76
2,2,336,23,67.48,0.7269,0.5501,1,279,2,66.07
2,3,76,4,0.0,0.0,0.3075,0,339,0,47.76
1,1,98,4,47.14,0.4022,0.9788,1,64,9,42.91
1,1,96,5,46.92,0.4349,0.6219,1,288,9,37.62
3,3,47,3,65.05,0.5696,0.7076,1,10,4,66.28
4,2,100,6,70.72,0.6691,0.9114,1,67,4,81.63
4,1,169,10,69.92,0.6526,0.9624,1,53,9,79.11
2,2,296,18,46.8,0.4759,0.9088,1,188,2,50.42
1,2,160,7,60.05,0.6289,0.989,1,345,1,67.01
4,3,269,11,64.06,0.5891,0.8471,0,103,1,63.9
4,2,236,11,71.57,0.668,0.827,1,135,10,67.15
4,3,299,13,84.94,0.8339,0.9056,1,122,6,86.72
1,1,33,2,42.87,0.4671,0.5298,1,188,7,34.61
2,2,260,18,81.2,0.7395,0.5279,1,80,8,73.21
1,3,38,2,44.33,0.418,0.8314,1,47,6,43.47
2,1,100,5,52.89,0.5595,0.8827,1,250,1,56.25
2,3,265,15,32.85,0.3157,0.5066,1,66,5,33.71
1,3,113,6,0.0,0.0,0.7118,1,242,0,64.15
3,3,141,8,61.43,0.5801,0.8716,1,215,2,66.64
1,1,311,15,35.17,0.3707,0.6566,1,338,1,27.83
1,2,242,16,59.7,0.6236,0.6198,1,93,1,59.71
1,1,183,12,46.1,0.4654,0.448,0,301,3,36.65
4,1,49,3,66.02,0.6078,0.5974,1,210,4,62.82
3,1,233,9,56.72,0.4965,0.5751,1,310,8,53.85
1,2,107,7,44.39,0.483,0.4186,0,358,7,38.39
2,3,289,11,82.02,0.8308,0.6707,1,77,9,71.79
4,1,223,14,60.91,0.6041,0.5487,1,17,9,57.12
2,2,69,3,27.96,0.2596,0.5807,1,153,7,22.44
1,1,260,16,48.75,0.4682,0.9699,1,301,7,50.5
4,1,234,10,64.24,0.5667,0.9224,1,170,10,61.52
4,2,46,2,86.05,0.882,0.5773,1,63,10,79.81
3,2,62,4,73.86,0.7513,0.7342,1,283,7,77.18
1,1,80,3,38.29,0.3569,0.9982,1,258,6,39.06
2,3,257,20,55.28,0.601,0.4174,0,300,2,57.27
4,1,210,9,67.69,0.5793,0.7115,1,139,7,67.83
2,1,66,4,58.94,0.6294,0.8348,1,142,7,61.29
4,2,177,12,77.55,0.763,0.9828,1,233,5,81.17
3,3,312,14,48.89,0.4398,0.7892,1,84,9,45.94
3,1,102,4,77.66,0.8139,0.6314,1,11,2,74.89
4,1,321,24,52.84,0.5476,0.683,0,95,3,54.01
2,1,320,13,47.38,0.509,0.9339,1,265,5,49.09
4,2,302,17,66.81,0.5869,0.5356,0,100,5,58.76
4,2,170,7,64.83,0.6516,0.9285,1,54,10,69.57
1,1,235,17,30.6,0.331,0.5443,0,307,9,32.85
4,1,139,6,52.54,0.5083,0.8322,0,247,8,54.47
4,3,28,2,60.74,0.5933,0.8293,1,167,3,72.41
4,3,148,12,62.24,0.652,0.7595,1,317,6,66.98
3,2,245,16,75.97,0.6823,0.9143,1,305,6,71.71
4,3,113,6,74.01,0.6475,0.7521,1,333,5,76.76
4,3,106,4,79.12,0.691,0.3063,0,313,3,72.05
1,3,220,17,71.34,0.7451,0.6589,0,123,2,68.37
3,1,218,9,53.03,0.4576,0.3791,0,21,10,39.63
1,1,260,10,37.33,0.4008,0.5718,0,195,1,30.96
2,2,236,18,75.06,0.6523,0.6876,1,170,10,72.87
2,1,177,14,39.38,0.4189,0.4885,0,187,2,34.63
4,3,292,13,71.12,0.6388,0.3127,0,272,1,60.54
